ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,on_time,high_care_calls,discount_tier,weight_category,is_high_value,is_repeat_customer,low_satisfaction,failure_risk_score,predicted_outcome,predicted_label,risk_tier
9205,3,2,3,3,187,6,1,0,2,4549,0,0,1,0,0,1,0,0.77221394,1,Late,High Risk
9206,4,2,4,4,144,3,1,1,6,4137,1,1,1,0,0,1,0,0.58729345,1,Late,Medium Risk
9207,0,2,3,2,226,2,1,1,10,4254,0,0,1,0,1,0,1,0.6123527,1,Late,High Risk
9208,1,2,5,2,229,3,1,0,3,4916,0,1,1,0,1,1,1,0.58323354,1,Late,Medium Risk
9209,2,2,3,3,255,3,1,1,4,4628,1,0,1,0,1,1,0,0.5183631,1,Late,Medium Risk
9210,4,2,5,3,227,5,2,0,9,4990,0,1,1,0,1,1,0,0.7264277,1,Late,High Risk
9211,3,2,5,1,248,3,2,1,6,5081,1,1,1,0,1,1,1,0.6314226,1,Late,High Risk
9212,4,2,3,2,151,2,1,0,3,4759,0,0,1,0,0,0,1,0.7039676,1,Late,High Risk
9213,0,2,4,5,188,3,2,1,8,4125,0,1,1,0,0,1,0,0.5702459,1,Late,Medium Risk
9214,1,2,4,2,160,2,2,1,3,4304,1,1,1,0,0,0,1,0.7187713,1,Late,High Risk
9215,2,2,4,2,156,3,1,0,1,5361,0,1,1,0,0,1,1,0.71793556,1,Late,High Risk
9216,4,2,3,4,162,3,2,1,7,5313,0,0,1,0,0,1,0,0.7188302,1,Late,High Risk
9217,3,2,4,4,270,3,1,0,4,5888,0,1,1,0,1,1,0,0.64499384,1,Late,High Risk
9218,4,2,4,5,200,4,2,0,2,4947,0,1,1,0,0,1,0,0.71094054,1,Late,High Risk
9219,0,2,3,3,224,4,2,1,10,4147,0,0,1,0,1,1,0,0.75722414,1,Late,High Risk
9220,1,2,4,4,146,4,2,1,7,4953,1,1,1,0,0,1,0,0.6594738,1,Late,High Risk
9221,2,2,5,3,156,3,1,0,6,5231,1,1,1,0,0,1,0,0.5805899,1,Late,Medium Risk
9222,4,2,4,3,235,3,2,0,4,5748,1,1,1,0,1,1,0,0.6039351,1,Late,High Risk
9223,3,2,4,1,231,3,2,1,5,4118,1,1,1,0,1,1,1,0.5757465,1,Late,Medium Risk
9224,4,2,4,5,141,2,1,0,10,5907,1,1,1,0,0,0,0,0.5840785,1,Late,Medium Risk
9225,0,2,3,1,178,4,2,1,9,5727,1,0,1,0,0,1,1,0.7407146,1,Late,High Risk
9226,1,2,5,4,244,6,0,0,3,4089,0,1,1,0,1,1,0,0.5240491,1,Late,Medium Risk
9227,2,2,4,2,247,2,2,1,7,4955,1,1,1,0,1,0,1,0.599964,1,Late,Medium Risk
9228,4,2,3,1,132,3,2,0,5,5978,0,0,1,0,0,1,1,0.69843644,1,Late,High Risk
9229,3,2,4,5,190,3,2,1,6,4671,1,1,1,0,0,1,0,0.5119469,1,Late,Medium Risk
9230,4,2,3,2,113,5,2,1,1,5993,0,0,1,0,0,1,1,0.6665693,1,Late,High Risk
9231,0,2,5,5,253,2,0,0,3,4851,0,1,1,0,1,0,0,0.60862446,1,Late,High Risk
9232,1,2,4,3,235,3,2,0,4,4739,0,1,1,0,1,1,0,0.57294846,1,Late,Medium Risk
9233,2,2,3,3,264,2,1,1,6,4102,0,0,1,0,1,0,0,0.52024215,1,Late,Medium Risk
9234,4,2,3,5,286,6,2,1,3,4424,0,0,1,0,1,1,0,0.75225455,1,Late,High Risk
9235,3,2,4,3,141,3,2,0,3,4249,0,1,1,0,0,1,0,0.69868565,1,Late,High Risk
9236,4,2,4,2,243,3,1,1,3,5703,0,1,1,0,1,1,1,0.58437425,1,Late,Medium Risk
9237,0,2,5,4,209,4,1,0,10,5461,0,1,1,0,0,1,0,0.7228833,1,Late,High Risk
9238,1,2,4,4,246,2,2,0,2,4633,1,1,1,0,1,0,0,0.7284438,1,Late,High Risk
9239,2,2,4,3,257,3,2,1,1,5717,1,1,1,0,1,1,0,0.46724373,0,On Time,Medium Risk
9240,4,2,4,2,217,2,2,0,8,4907,1,1,1,0,1,0,1,0.6917482,1,Late,High Risk
9241,3,2,4,4,246,3,1,1,9,5041,0,1,1,0,1,1,0,0.6811728,1,Late,High Risk
9242,4,2,4,4,166,6,1,0,6,4100,1,1,1,0,0,1,0,0.4936222,0,On Time,Medium Risk
9243,0,2,3,3,183,2,1,0,3,5189,0,0,1,0,0,0,0,0.68903047,1,Late,High Risk
9244,1,2,4,5,136,2,2,1,4,5923,1,1,1,0,0,0,0,0.6243937,1,Late,High Risk
9245,2,2,4,1,224,2,1,1,10,4653,1,1,1,0,1,0,1,0.671671,1,Late,High Risk
9246,4,2,4,3,174,3,2,1,2,4069,1,1,1,0,0,1,0,0.49284938,0,On Time,Medium Risk
9247,3,2,4,5,209,3,2,0,4,4809,0,1,1,0,0,1,0,0.66257674,1,Late,High Risk
9248,4,2,4,3,256,2,2,0,3,4679,1,1,1,0,1,0,0,0.51316506,1,Late,Medium Risk
9249,0,2,4,2,231,4,2,1,9,5194,0,1,1,0,1,1,1,0.71300393,1,Late,High Risk
9250,1,2,2,1,228,2,1,0,2,5435,0,0,1,0,1,0,1,0.64496744,1,Late,High Risk
9251,2,2,4,2,198,3,2,1,10,5487,1,1,1,0,0,1,1,0.6852657,1,Late,High Risk
9252,4,2,5,5,223,3,2,0,3,4382,0,1,1,0,1,1,0,0.5833793,1,Late,Medium Risk
9253,3,2,3,4,257,4,2,0,8,4780,0,0,1,0,1,1,0,0.6328733,1,Late,High Risk
9254,4,2,4,4,265,3,1,1,10,4741,0,1,1,0,1,1,0,0.591781,1,Late,Medium Risk
9255,0,2,3,3,258,3,2,0,7,4068,1,0,1,0,1,1,0,0.44222564,0,On Time,Medium Risk
9256,1,2,3,2,272,3,1,1,7,5657,1,0,1,0,1,1,1,0.58991164,1,Late,Medium Risk
9257,2,2,5,3,273,4,2,1,1,5119,0,1,1,0,1,1,0,0.6835202,1,Late,High Risk
9258,4,2,3,5,287,5,0,1,1,5263,1,0,1,0,1,1,0,0.57952744,1,Late,Medium Risk
9259,3,2,5,1,176,4,1,0,1,4270,1,1,1,0,0,1,1,0.7031232,1,Late,High Risk
9260,4,2,5,4,136,3,2,1,4,5413,0,1,1,0,0,1,0,0.74839383,1,Late,High Risk
9261,0,2,3,5,204,2,1,0,1,4025,1,0,1,0,0,0,0,0.44928184,0,On Time,Medium Risk
9262,1,2,4,3,213,3,2,1,2,5432,1,1,1,0,0,1,0,0.67154515,1,Late,High Risk
9263,2,2,3,3,160,3,1,1,1,4769,0,0,1,0,0,1,0,0.67601067,1,Late,High Risk
9264,4,2,3,5,148,2,2,0,9,5095,1,0,1,0,0,0,0,0.739456,1,Late,High Risk
9265,3,2,4,3,255,4,2,0,10,4740,0,1,1,0,1,1,0,0.6697969,1,Late,High Risk
9266,4,2,3,3,212,3,2,1,10,5724,1,0,1,0,0,1,0,0.55222225,1,Late,Medium Risk
9267,0,2,3,3,217,3,2,1,10,5439,0,0,1,0,1,1,0,0.6462262,1,Late,High Risk
9268,1,2,4,2,145,3,2,0,7,5823,0,1,1,0,0,1,1,0.72996795,1,Late,High Risk
9269,2,2,3,1,170,3,0,0,6,5750,0,0,1,0,0,1,1,0.6146671,1,Late,High Risk
9270,4,2,3,2,244,3,0,0,5,5781,1,0,1,0,1,1,1,0.5074635,1,Late,Medium Risk
9271,3,2,3,1,151,4,2,1,2,5016,0,0,1,0,0,1,1,0.8363384,1,Late,High Risk
9272,4,2,4,1,202,3,1,1,10,4454,0,1,1,0,0,1,1,0.7660567,1,Late,High Risk
9273,0,2,4,1,195,3,2,1,2,4682,0,1,1,0,0,1,1,0.64004725,1,Late,High Risk
9274,1,2,3,3,150,3,2,1,9,5852,0,0,1,0,0,1,0,0.85324514,1,Late,High Risk
9275,2,2,4,3,225,2,2,0,10,5523,1,1,1,0,1,0,0,0.6209655,1,Late,High Risk
9276,4,2,4,5,142,4,2,0,6,5027,0,1,1,0,0,1,0,0.73267686,1,Late,High Risk
9277,3,2,3,3,262,4,1,1,5,4782,0,0,1,0,1,1,0,0.6323502,1,Late,High Risk
9278,4,2,3,1,251,6,2,1,10,4912,0,0,1,0,1,1,1,0.6774259,1,Late,High Risk
9279,0,2,5,5,221,2,2,1,10,4255,1,1,1,0,1,0,0,0.6645364,1,Late,High Risk
9280,1,2,3,2,202,2,2,0,7,5328,0,0,1,0,0,0,1,0.6900225,1,Late,High Risk
9281,2,2,4,3,216,4,2,1,3,4750,0,1,1,0,1,1,0,0.61575764,1,Late,High Risk
9282,4,2,4,2,239,3,1,0,4,5916,0,1,1,0,1,1,1,0.7443422,1,Late,High Risk
9283,3,2,2,3,192,3,1,1,4,5524,0,0,1,0,0,1,0,0.7265652,1,Late,High Risk
9284,4,2,3,4,185,2,2,1,5,4574,0,0,1,0,0,0,0,0.7583411,1,Late,High Risk
9285,0,2,5,4,235,3,1,1,3,4411,1,1,1,0,1,1,0,0.6121173,1,Late,High Risk
9286,1,2,3,2,253,2,1,1,8,5608,0,0,1,0,1,0,1,0.65444887,1,Late,High Risk
9287,2,2,3,4,180,3,1,1,2,5659,1,0,1,0,0,1,0,0.7513001,1,Late,High Risk
9288,4,2,3,5,150,2,2,1,10,5187,0,0,1,0,0,0,0,0.7161361,1,Late,High Risk
9289,3,2,4,2,168,6,2,0,9,4030,0,1,1,0,0,1,1,0.6349677,1,Late,High Risk
9290,4,1,5,4,274,3,2,0,1,4030,0,1,1,0,1,1,0,0.48215178,0,On Time,Medium Risk
9291,0,1,3,2,179,3,2,1,9,5224,1,0,1,0,0,1,1,0.5941002,1,Late,Medium Risk
9292,1,1,6,1,237,5,2,1,3,5299,1,1,1,0,1,1,1,0.5809617,1,Late,Medium Risk
9293,2,1,3,4,160,3,1,1,10,4602,0,0,1,0,0,1,0,0.73614293,1,Late,High Risk
9294,4,1,4,1,225,2,1,1,4,4102,0,1,1,0,1,0,1,0.55664754,1,Late,Medium Risk
9295,3,1,4,2,217,2,1,1,4,5539,0,1,1,0,1,0,1,0.727957,1,Late,High Risk
9296,4,1,3,5,263,3,2,1,1,4645,0,0,1,0,1,1,0,0.71040004,1,Late,High Risk
9297,0,1,4,4,128,6,2,0,3,5459,0,1,1,0,0,1,0,0.5818837,1,Late,Medium Risk
9298,1,1,3,3,167,3,1,0,8,4420,0,0,1,0,0,1,0,0.6929732,1,Late,High Risk
9299,2,1,3,2,221,2,1,0,10,4312,0,0,1,0,1,0,1,0.67786336,1,Late,High Risk
9300,4,1,3,3,173,2,1,1,5,4703,0,0,1,0,0,0,0,0.64131325,1,Late,High Risk
9301,3,1,4,2,149,6,1,0,6,4904,0,1,1,0,0,1,1,0.7512807,1,Late,High Risk
9302,4,1,3,5,234,2,2,0,8,5241,1,0,1,0,1,0,0,0.67213356,1,Late,High Risk
9303,0,1,3,3,237,3,2,1,6,4918,0,0,1,0,1,1,0,0.573394,1,Late,Medium Risk
9304,1,1,2,4,269,4,1,1,2,4267,1,0,1,0,1,1,0,0.5753387,1,Late,Medium Risk
9305,2,1,3,5,182,3,0,1,5,4183,1,0,1,0,0,1,0,0.44573686,0,On Time,Medium Risk
9306,4,1,6,3,199,4,2,0,1,5204,0,1,1,0,0,1,0,0.62304443,1,Late,High Risk
9307,3,1,4,1,264,4,1,0,6,4863,0,1,1,0,1,1,1,0.69968283,1,Late,High Risk
9308,4,1,6,5,167,3,1,0,2,5761,1,1,1,0,0,1,0,0.48929518,0,On Time,Medium Risk
9309,0,1,4,4,155,3,2,0,6,5778,1,1,1,0,0,1,0,0.54146516,1,Late,Medium Risk
9310,1,1,5,1,274,2,0,0,8,4647,1,1,1,0,1,0,1,0.5618108,1,Late,Medium Risk
9311,2,1,4,1,213,5,1,1,10,5492,0,1,1,0,0,1,1,0.7772809,1,Late,High Risk
9312,4,0,3,2,204,2,0,1,8,4562,1,0,1,0,0,0,1,0.7492864,1,Late,High Risk
9313,3,0,5,2,259,2,2,1,7,4764,0,1,1,0,1,0,1,0.59395266,1,Late,Medium Risk
9314,4,0,3,1,174,3,2,0,2,4972,0,0,1,0,0,1,1,0.6782409,1,Late,High Risk
9315,0,0,3,1,230,2,1,0,4,4387,1,0,1,0,1,0,1,0.5650605,1,Late,Medium Risk
9316,1,0,5,4,260,4,1,1,4,5911,1,1,1,0,1,1,0,0.5073608,1,Late,Medium Risk
9317,2,0,4,5,176,2,1,0,1,4155,0,1,1,0,0,0,0,0.73844457,1,Late,High Risk
9318,4,0,5,2,217,2,2,0,6,4120,1,1,1,0,1,0,1,0.5376068,1,Late,Medium Risk
9319,3,0,4,2,219,3,1,0,9,5703,0,1,1,0,1,1,1,0.62529147,1,Late,High Risk
9320,4,0,4,1,189,3,2,1,5,4133,0,1,1,0,0,1,1,0.5967892,1,Late,Medium Risk
9321,0,0,4,1,252,4,1,0,7,5459,1,1,1,0,1,1,1,0.59803176,1,Late,Medium Risk
9322,1,0,3,2,189,3,2,0,2,4152,1,0,1,0,0,1,1,0.7281185,1,Late,High Risk
9323,2,0,5,2,159,3,1,1,5,4930,0,1,1,0,0,1,1,0.67312,1,Late,High Risk
9324,4,0,4,2,262,3,1,1,6,5381,0,1,1,0,1,1,1,0.6714826,1,Late,High Risk
9325,3,0,6,1,191,5,1,1,8,5156,1,1,1,0,0,1,1,0.5301345,1,Late,Medium Risk
9326,4,0,4,1,271,4,2,0,2,4133,1,1,1,0,1,1,1,0.563161,1,Late,Medium Risk
9327,0,0,4,5,196,5,1,0,2,5840,0,1,1,0,0,1,0,0.6334241,1,Late,High Risk
9328,1,0,4,3,261,6,1,0,6,5068,0,1,1,0,1,1,0,0.5534219,1,Late,Medium Risk
9329,2,0,4,5,233,6,2,1,1,5284,0,1,1,0,1,1,0,0.7078046,1,Late,High Risk
9330,4,0,5,4,235,4,1,1,5,4506,0,1,1,0,1,1,0,0.6962163,1,Late,High Risk
9331,3,0,3,2,154,3,1,0,8,5149,1,0,1,0,0,1,1,0.5777334,1,Late,Medium Risk
9332,4,0,4,5,167,4,1,1,3,4658,0,1,1,0,0,1,0,0.58075094,1,Late,Medium Risk
9333,0,0,6,4,144,4,1,0,5,4631,0,1,1,0,0,1,0,0.84811795,1,Late,High Risk
9334,1,2,5,3,194,4,1,1,9,5851,0,1,1,0,0,1,0,0.7810718,1,Late,High Risk
9335,2,2,5,4,242,4,2,0,5,5375,0,1,1,0,1,1,0,0.6754561,1,Late,High Risk
9336,4,2,3,3,144,3,2,1,8,5727,0,0,1,0,0,1,0,0.6590049,1,Late,High Risk
9337,3,2,5,4,157,7,2,0,9,4272,0,1,1,0,0,1,0,0.66868323,1,Late,High Risk
9338,4,2,4,3,184,7,2,1,5,5920,1,1,1,0,0,1,0,0.52547204,1,Late,Medium Risk
9339,0,2,5,1,151,3,2,1,2,4172,1,1,1,0,0,1,1,0.7232586,1,Late,High Risk
9340,1,2,4,1,175,3,2,1,2,5861,0,1,1,0,0,1,1,0.8146322,1,Late,High Risk
9341,2,2,3,2,177,3,1,0,5,5941,0,0,1,0,0,1,1,0.766521,1,Late,High Risk
9342,4,2,6,1,141,3,1,0,2,5144,0,1,1,0,0,1,1,0.75734067,1,Late,High Risk
9343,3,2,4,2,210,3,1,1,5,4746,0,1,1,0,0,1,1,0.63487786,1,Late,High Risk
9344,4,2,2,4,224,2,1,1,8,4754,0,0,1,0,1,0,0,0.6574436,1,Late,High Risk
9345,0,2,4,1,253,3,2,0,9,5502,1,1,1,0,1,1,1,0.6616629,1,Late,High Risk
9346,1,2,4,1,157,2,2,0,7,4690,1,1,1,0,0,0,1,0.6764398,1,Late,High Risk
9347,2,2,3,2,172,3,2,0,8,4982,1,0,1,0,0,1,1,0.6803235,1,Late,High Risk
9348,4,2,3,5,193,10,0,1,6,5247,1,0,1,0,0,1,0,0.6183865,1,Late,High Risk
9349,3,2,6,2,255,4,1,1,9,1157,0,1,1,1,1,1,1,0.7229518,1,Late,High Risk
9350,4,2,7,5,255,4,1,0,2,1826,1,1,1,1,1,1,0,0.46276706,0,On Time,Medium Risk
9351,0,2,6,4,286,4,2,0,1,1570,0,1,1,1,1,1,0,0.67792875,1,Late,High Risk
9352,1,2,7,1,267,4,2,1,9,1261,1,1,1,1,1,1,1,0.4207736,0,On Time,Medium Risk
9353,2,2,5,4,226,6,1,0,3,1223,1,1,1,1,1,1,0,0.6552757,1,Late,High Risk
9354,4,2,6,3,285,4,2,0,1,1606,0,1,1,1,1,1,0,0.6896291,1,Late,High Risk
9355,3,2,6,4,276,4,1,1,4,1662,1,1,1,1,1,1,0,0.556205,1,Late,Medium Risk
9356,4,2,6,4,257,4,1,0,4,1451,0,1,1,1,1,1,0,0.65130275,1,Late,High Risk
9357,0,2,6,4,287,4,2,1,7,1141,1,1,1,1,1,1,0,0.411164,0,On Time,Medium Risk
9358,1,2,6,1,283,5,1,0,9,1311,1,1,1,1,1,1,1,0.58767587,1,Late,Medium Risk
9359,2,2,6,1,309,4,2,0,10,1904,1,1,1,1,1,1,1,0.8249448,1,Late,High Risk
9360,4,2,4,5,274,5,1,1,7,1225,0,1,1,1,1,1,0,0.5906535,1,Late,Medium Risk
9361,3,2,7,2,244,4,2,0,8,1477,1,1,1,1,1,1,1,0.4510713,0,On Time,Medium Risk
9362,4,2,5,4,222,6,1,0,9,1003,0,1,1,1,1,1,0,0.81026804,1,Late,High Risk
9363,0,2,6,1,264,4,1,1,9,1243,0,1,1,1,1,1,1,0.6485666,1,Late,High Risk
9364,1,2,4,1,232,5,2,0,7,1899,1,1,1,1,1,1,1,0.7015976,1,Late,High Risk
9365,2,2,5,1,217,2,2,0,10,4264,0,1,1,0,1,0,1,0.75318325,1,Late,High Risk
9366,4,2,4,5,219,3,1,0,1,5221,0,1,1,0,1,1,0,0.6860671,1,Late,High Risk
9367,3,2,4,3,189,3,2,0,4,5613,1,1,1,0,0,1,0,0.66599804,1,Late,High Risk
9368,4,2,4,2,252,4,1,1,1,4705,1,1,1,0,1,1,1,0.63274956,1,Late,High Risk
9369,0,2,3,3,189,3,2,0,1,5896,1,0,1,0,0,1,0,0.5457413,1,Late,Medium Risk
9370,1,2,5,3,159,3,1,1,7,5462,1,1,1,0,0,1,0,0.58292896,1,Late,Medium Risk
9371,2,2,4,3,262,3,1,0,3,4176,0,1,1,0,1,1,0,0.5721455,1,Late,Medium Risk
9372,4,2,6,2,191,5,1,1,1,4314,0,1,1,0,0,1,1,0.666807,1,Late,High Risk
9373,3,2,4,5,271,4,2,1,9,5057,0,1,1,0,1,1,0,0.6850184,1,Late,High Risk
9374,4,2,4,2,196,5,1,1,5,4994,0,1,1,0,0,1,1,0.7318492,1,Late,High Risk
9375,0,2,4,1,261,6,1,0,6,5861,0,1,1,0,1,1,1,0.7585471,1,Late,High Risk
9376,1,2,4,1,233,6,2,0,2,5406,0,1,1,0,1,1,1,0.7360036,1,Late,High Risk
9377,2,2,5,4,235,4,1,1,10,4880,0,1,1,0,1,1,0,0.69488096,1,Late,High Risk
9378,4,2,3,1,154,3,1,1,5,4720,1,0,1,0,0,1,1,0.536226,1,Late,Medium Risk
9379,3,2,4,4,167,4,1,1,2,5908,1,1,1,0,0,1,0,0.44799605,0,On Time,Medium Risk
9380,4,2,6,1,144,4,1,0,5,5121,0,1,1,0,0,1,1,0.78552634,1,Late,High Risk
9381,0,2,5,2,194,4,1,1,8,5650,1,1,1,0,0,1,1,0.7131904,1,Late,High Risk
9382,1,2,5,3,242,4,2,0,8,4410,1,1,1,0,1,1,0,0.67013216,1,Late,High Risk
9383,2,2,3,5,144,3,2,0,9,5912,0,0,1,0,0,1,0,0.7812456,1,Late,High Risk
9384,4,2,5,4,157,7,2,1,3,4723,0,1,1,0,0,1,0,0.5547187,1,Late,Medium Risk
9385,3,2,4,1,184,7,2,0,6,4956,0,1,1,0,0,1,1,0.70315754,1,Late,High Risk
9386,4,2,5,1,151,3,2,0,9,5667,0,1,1,0,0,1,1,0.76983875,1,Late,High Risk
9387,0,2,4,4,175,3,2,1,2,4004,0,1,1,0,0,1,0,0.50219923,1,Late,Medium Risk
9388,1,2,3,2,177,3,1,0,9,5427,0,0,1,0,0,1,1,0.7224978,1,Late,High Risk
9389,2,2,6,3,141,3,1,1,7,5222,1,1,1,0,0,1,0,0.64377487,1,Late,High Risk
9390,4,2,4,2,210,3,1,0,9,4102,1,1,1,0,0,1,1,0.6663421,1,Late,High Risk
9391,3,2,2,3,224,2,1,0,5,5050,0,0,1,0,1,0,0,0.6581222,1,Late,High Risk
9392,4,2,4,4,253,3,2,0,4,5236,0,1,1,0,1,1,0,0.64193547,1,Late,High Risk
9393,0,2,4,5,157,2,2,0,1,5054,0,1,1,0,0,0,0,0.669354,1,Late,High Risk
9394,1,2,3,1,172,3,2,1,5,5696,1,0,1,0,0,1,1,0.67527825,1,Late,High Risk
9395,2,2,3,1,193,10,0,0,1,4459,0,0,1,0,0,1,1,0.6109641,1,Late,High Risk
9396,4,2,6,3,255,4,1,1,6,1654,1,1,1,1,1,1,0,0.6046283,1,Late,High Risk
9397,3,2,7,5,255,4,1,1,7,1104,0,1,1,1,1,1,0,0.55819196,1,Late,Medium Risk
9398,4,2,6,4,286,4,2,0,1,1539,1,1,1,1,1,1,0,0.54334736,1,Late,Medium Risk
9399,0,2,7,3,267,4,2,0,10,1548,0,1,1,1,1,1,0,0.6888706,1,Late,High Risk
9400,1,2,5,4,226,6,1,1,1,1327,0,1,1,1,1,1,0,0.6230567,1,Late,High Risk
9401,2,2,6,4,285,4,2,1,4,1244,1,1,1,1,1,1,0,0.4134125,0,On Time,Medium Risk
9402,4,2,6,3,276,4,1,0,8,1754,1,1,1,1,1,1,0,0.48185053,0,On Time,Medium Risk
9403,3,2,6,3,257,4,1,0,2,1694,0,1,1,1,1,1,0,0.5777991,1,Late,Medium Risk
9404,4,2,6,1,287,4,2,1,5,1791,1,1,1,1,1,1,1,0.44348785,0,On Time,Medium Risk
9405,0,2,6,1,283,5,1,0,5,1298,0,1,1,1,1,1,1,0.68768233,1,Late,High Risk
9406,1,2,6,2,309,4,2,0,8,1930,0,1,1,1,1,1,1,0.82079726,1,Late,High Risk
9407,2,2,4,1,274,5,1,0,5,1581,1,1,1,1,1,1,1,0.64576334,1,Late,High Risk
9408,4,2,7,3,244,4,2,1,10,1629,0,1,1,1,1,1,0,0.46350613,0,On Time,Medium Risk
9409,3,2,5,5,222,6,1,1,1,1962,0,1,1,1,1,1,0,0.57861465,1,Late,Medium Risk
9410,4,2,7,1,264,4,2,0,5,1238,0,1,1,1,1,1,1,0.6542542,1,Late,High Risk
9411,0,2,4,4,258,5,1,1,7,1261,1,1,1,1,1,1,0,0.52810925,1,Late,Medium Risk
9412,1,2,5,5,236,5,1,0,7,1137,0,1,1,1,1,1,0,0.71984065,1,Late,High Risk
9413,2,2,6,3,304,4,1,0,9,1401,0,1,1,1,1,1,0,0.63896924,1,Late,High Risk
9414,4,2,6,3,244,5,2,0,5,1092,0,1,1,1,1,1,0,0.6720142,1,Late,High Risk
9415,3,2,7,1,301,4,1,1,10,1869,0,1,1,1,1,1,1,0.6619115,1,Late,High Risk
9416,4,2,4,4,275,5,2,1,5,1117,0,1,1,1,1,1,0,0.71119267,1,Late,High Risk
9417,0,2,5,4,236,5,1,1,6,1829,1,1,1,1,1,1,0,0.62493706,1,Late,High Risk
9418,1,2,6,3,286,4,2,1,4,1169,0,1,1,1,1,1,0,0.5387519,1,Late,Medium Risk
9419,2,2,5,4,238,6,1,1,6,1850,1,1,1,1,1,1,0,0.5869192,1,Late,Medium Risk
9420,4,2,7,3,300,4,2,0,5,1244,0,1,1,1,1,1,0,0.69506204,1,Late,High Risk
9421,3,2,6,2,292,4,2,1,2,1149,1,1,1,1,1,1,1,0.53212696,1,Late,Medium Risk
9422,4,2,5,2,172,2,1,1,9,1097,0,1,1,1,0,0,1,0.31744665,0,On Time,Medium Risk
9423,0,2,2,1,181,5,2,1,3,1038,0,0,1,1,0,1,1,0.7313539,1,Late,High Risk
9424,1,2,7,5,289,4,1,1,9,1904,0,1,1,1,1,1,0,0.46105814,0,On Time,Medium Risk
9425,2,2,7,5,256,4,2,1,4,1139,1,1,1,1,1,1,0,0.5497562,1,Late,Medium Risk
9426,4,2,4,5,251,5,2,1,10,1683,1,1,1,1,1,1,0,0.63761383,1,Late,High Risk
9427,3,1,6,5,245,4,1,1,3,1716,0,1,1,1,1,1,0,0.6315807,1,Late,High Risk
9428,4,1,5,2,266,5,2,1,8,1367,0,1,1,1,1,1,1,0.77894175,1,Late,High Risk
9429,0,1,4,1,220,5,1,0,9,1817,0,1,1,1,1,1,1,0.69488627,1,Late,High Risk
9430,1,1,4,2,274,5,1,0,8,1246,0,1,1,1,1,1,1,0.68340427,1,Late,High Risk
9431,2,1,7,5,301,4,1,1,9,1660,1,1,1,1,1,1,0,0.64721525,1,Late,High Risk
9432,4,1,6,5,285,4,1,1,8,1028,1,1,1,1,1,1,0,0.42831463,0,On Time,Medium Risk
9433,3,1,6,3,271,4,1,0,2,1364,1,1,1,1,1,1,0,0.6366222,1,Late,High Risk
9434,4,1,4,3,241,5,1,0,2,1442,0,1,1,1,1,1,0,0.6172955,1,Late,High Risk
9435,0,1,3,1,146,5,1,1,10,1737,0,0,1,1,0,1,1,0.37301612,0,On Time,Medium Risk
9436,1,1,6,4,256,4,2,0,9,1791,0,1,1,1,1,1,0,0.7162148,1,Late,High Risk
9437,2,1,6,2,235,5,1,0,5,1051,1,1,1,1,1,1,1,0.7713607,1,Late,High Risk
9438,4,1,5,5,275,3,1,0,9,1691,1,1,1,1,1,1,0,0.27258983,0,On Time,Low Risk
9439,3,1,6,4,205,4,1,0,10,1974,1,1,1,1,0,1,0,0.5662057,1,Late,Medium Risk
9440,4,1,5,4,244,5,2,0,1,1320,0,1,1,1,1,1,0,0.61120516,1,Late,High Risk
9441,0,1,5,2,269,6,2,0,5,1097,0,1,1,1,1,1,1,0.81370306,1,Late,High Risk
9442,1,1,4,1,238,5,2,0,3,1913,0,1,1,1,1,1,1,0.7498222,1,Late,High Risk
9443,2,1,5,4,217,5,1,0,8,1803,0,1,1,1,1,1,0,0.7091503,1,Late,High Risk
9444,4,1,5,2,258,5,1,1,3,1824,0,1,1,1,1,1,1,0.6982567,1,Late,High Risk
9445,3,1,7,1,269,5,2,0,5,1402,0,1,1,1,1,1,1,0.8587189,1,Late,High Risk
9446,4,1,4,2,259,5,1,1,6,1827,1,1,1,1,1,1,1,0.6274276,1,Late,High Risk
9447,0,1,6,5,260,4,1,0,8,1347,1,1,1,1,1,1,0,0.71444154,1,Late,High Risk
9448,1,1,5,5,227,5,2,0,2,1436,1,1,1,1,1,1,0,0.59416527,1,Late,Medium Risk
9449,2,0,4,2,223,6,1,0,10,1650,1,1,1,1,1,1,1,0.57308185,1,Late,Medium Risk
9450,4,0,5,2,221,5,2,1,10,1160,0,1,1,1,1,1,1,0.73360276,1,Late,High Risk
9451,3,0,7,4,296,4,1,0,10,1033,0,1,1,1,1,1,0,0.59436226,1,Late,Medium Risk
9452,4,0,5,3,228,5,0,1,9,1924,0,1,1,1,1,1,0,0.5809492,1,Late,Medium Risk
9453,0,0,4,4,275,5,2,1,7,1562,1,1,1,1,1,1,0,0.55960464,1,Late,Medium Risk
9454,1,0,5,3,230,5,2,1,4,1123,0,1,1,1,1,1,0,0.76496685,1,Late,High Risk
9455,2,0,5,1,241,5,2,1,3,1379,0,1,1,1,1,1,1,0.6865986,1,Late,High Risk
9456,4,0,4,2,270,5,1,0,5,1747,1,1,1,1,1,1,1,0.61875355,1,Late,High Risk
9457,3,0,6,4,264,5,2,0,7,1220,1,1,1,1,1,1,0,0.5690141,1,Late,Medium Risk
